zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
57719,South Dakota,44.3337842,44.0797941,-102.8300161,-103.1503816,8,640,1820,1896,3915,8279,2644187
96701,Hawaii,21.4096555,21.3625299,-157.8946219,-157.9551808,121867,143062,116574,124366,373555,879424,327606337
96821,Hawaii,21.3033204,21.2732308,-157.7191724,-157.7836266,96990,115230,105242,112057,149653,579172,213179704
57064,South Dakota,43.49967,43.4178668,-96.7984708,-96.9438209,3309,11128,3298,5004,14655,37394,11508408
96853,Hawaii,21.3384894,21.3305964,-157.930985,-157.9463548,1569,1607,1308,1140,13382,19006,7587495
20373,District of Columbia,38.8653336,38.8527894,-77.0023089,-77.0161661,370,829,1679,2103,18101,23082,7088596
20307,District of Columbia,38.9773041,38.9724575,-77.0272102,-77.0341966,219,1702,1120,1597,11804,16442,5034141
19936,Delaware,39.2199281,39.2175931,-75.5808636,-75.5863661,124,360,53,134,1106,1777,546863
96740,Hawaii,19.8892616,19.5501754,-155.832586,-156.0583884,125357,183911,179588,213743,252531,955130,321920173
96817,Hawaii,21.3510456,21.3097729,-157.8164367,-157.89135,132563,153254,134640,145623,502430,1068510,416938106
87506,New Mexico,35.9869174,35.4495156,-105.7819872,-106.1633546,891,4346,3888,3521,146567,159213,65364557
96818,Hawaii,21.369913,21.3172724,-157.895891,-157.9754412,199702,219629,164303,173413,452515,1209562,466014426
96860,Hawaii,21.3625574,21.3476824,-157.9358288,-157.9423493,2797,3730,728,1238,29263,37756,14725058
58202,North Dakota,47.9495617,47.9188075,-97.060105,-97.1736654,516,2514,1952,1933,46531,53446,14701556
88003,New Mexico,32.2847775,32.2705044,-106.7392208,-106.7636992,1143,3464,2458,3193,67001,77259,32218039
20310,District of Columbia,38.9338107,38.9206677,-76.9950198,-77.0179418,234,862,425,693,16139,18353,5490255
05405,Vermont,44.4803746,44.4671991,-73.1888588,-73.2004586,47,3174,1864,1928,23257,30270,8313373
19943,Delaware,39.0798375,38.9548351,-75.4808283,-75.7383982,1680,11898,6853,8275,2369,31075,9331788
19980,Delaware,39.0778741,39.0687622,-75.5631269,-75.5726777,106,1260,855,1190,486,3897,1162434
57703,South Dakota,44.0990512,43.8313584,-102.8965882,-103.1912932,2861,48489,40091,46583,168097,306121,100352165
58102,North Dakota,46.9773202,46.874352,-96.7621344,-96.921779,18293,130271,63039,91591,751481,1054675,296598643
59802,Montana,46.935156,46.8314151,-113.8283306,-114.0367818,5613,65323,45272,50116,84410,250734,72132309
82007,Wyoming,41.1561286,40.9993461,-104.5496528,-104.9636874,8157,79402,51192,67828,245696,452275,156982012
82601,Wyoming,43.4013272,42.7177944,-106.2227279,-106.4877763,12559,90935,81938,77011,390480,652923,215791880
00729,Canóvanas,18.4329771,18.3207339,-65.8707771,-65.9265776,934,1429,1576,1068,155464,160471,57543461
00911,San Juan,18.4552809,18.4474816,-66.049397,-66.0654283,1450,2042,1462,1717,63955,70626,24530925
02817,Rhode Island,41.6612054,41.5925569,-71.5466513,-71.7878022,161,5770,3464,3682,45024,58101,17022907
02828,Rhode Island,41.9003463,41.858937,-71.5270253,-71.581923,2880,29937,24765,20300,32794,110676,31128528
02917,Rhode Island,41.9400451,41.8643264,-71.4692899,-71.5858174,3604,49382,31448,37833,232945,355212,101995853
03034,New Hampshire,43.1160486,43.0175249,-71.2350078,-71.3767547,74,2262,781,1151,168,4436,1249909
03063,New Hampshire,42.8046566,42.7410459,-71.4941706,-71.5592045,3552,50651,29316,31805,253507,368831,103624980
03106,New Hampshire,43.1191505,43.0108512,-71.3731827,-71.5164991,5117,63836,39531,44018,201717,354219,100390524
19803,Delaware,39.8390067,39.7614611,-75.4913286,-75.5862638,10393,115768,66456,60629,174209,427455,125483084
19934,Delaware,39.1370817,39.0338112,-75.4892013,-75.7402607,10673,66139,41721,38493,47753,204779,62106884
19962,Delaware,39.1124442,39.041045,-75.4600645,-75.5485494,6413,51671,30508,30786,10641,130019,39959481
57702,South Dakota,44.1913517,43.887536,-103.147825,-103.591352,4474,105183,90006,101086,215557,516306,168576700
59405,Montana,47.5350773,47.3991667,-111.1588212,-111.4735889,11509,157167,109564,128403,365982,772625,226937372
83201,Idaho,42.9202241,42.8480958,-112.3022072,-112.5021829,22123,140080,76572,110444,378541,727760,240609935
87008,New Mexico,35.2171091,35.0816281,-106.3228568,-106.4806662,555,8987,5554,4102,8997,28195,11386148
99516,Alaska,61.1228036,61.040921,-149.6829973,-149.8547458,832,66155,27025,34355,28185,156552,32338886
00682,Mayagüez,18.254132,18.152011,-67.1003335,-67.1772529,6233,7924,5405,4758,202759,227079,81556472
03087,New Hampshire,42.8506181,42.7630035,-71.2370497,-71.363835,168,4463,2745,1833,13495,22704,6379013
03823,New Hampshire,43.2014977,43.1345765,-70.8650197,-70.996775,363,1099,747,996,1619,4824,1373575
03824,New Hampshire,43.1541462,43.0828457,-70.8537558,-70.981846,2225,17477,13297,7918,62555,103472,29803573
03862,New Hampshire,43.0091915,42.9526172,-70.7706955,-70.8850852,342,2589,1856,1163,5407,11357,3252425
19808,Delaware,39.768858,39.700248,-75.619854,-75.7149334,29436,203445,132210,141143,175238,681472,201541769
82636,Wyoming,42.9600514,42.8190635,-106.0477843,-106.2885324,1484,11545,10809,12794,57079,93711,31241043
83501,Idaho,46.4561064,45.9978788,-116.7868624,-117.0603013,24829,174709,120667,138353,286969,745527,217736231
87047,New Mexico,35.3134073,35.1270808,-106.1643654,-106.4079568,187,1883,1623,1218,7182,12093,4810717
99515,Alaska,61.1458246,61.0811658,-149.8328867,-149.9627377,368,90418,51696,61516,239505,443503,90039912
00680,Mayagüez,18.2212681,18.0847822,-67.1068964,-67.8511569,13633,13210,12813,12173,289722,341551,121505350
00901,San Juan,18.4695539,18.3956797,-66.0472131,-66.1198808,3990,4558,3198,3605,108528,123879,42623767
05403,Vermont,44.4897942,44.4079044,-73.1364795,-73.2219061,10909,74022,58809,60659,286089,490488,134640237
05482,Vermont,44.4348544,44.3511374,-73.136929,-73.2801311,8,398,105,186,3786,4483,1245182
19711,Delaware,39.7753608,39.6529165,-75.6793314,-75.7887677,19366,190607,109007,121928,289175,730083,215989811
19713,Delaware,39.7109123,39.6415202,-75.6144892,-75.783727,22157,119162,84155,96924,342364,664762,197435605
19901,Delaware,39.2463463,39.0694771,-75.4006244,-75.5911522,44283,169088,114775,131486,264068,723700,218653068
19940,Delaware,38.517036,38.453253,-75.0535627,-75.6960543,2127,11278,9600,9656,27894,60555,18725538
20036,District of Columbia,38.9109852,38.902775,-77.0349007,-77.0485758,87,1092,360,539,48539,50617,15035178
58501,North Dakota,46.8466425,46.7931533,-100.6059736,-100.8228434,10004,132577,93407,121056,348428,705472,200192831
59404,Montana,47.6143565,47.4099882,-111.0599395,-111.7179461,10326,143841,85291,107710,284129,631297,185958120
59901,Montana,48.3414976,48.0636844,-114.0156405,-114.6187781,18495,192270,125182,164438,419103,919488,256153357
82604,Wyoming,43.3120773,42.3811778,-106.2797741,-107.5326253,19837,105496,101699,94899,322298,644229,212257382
87015,New Mexico,35.1848455,34.9088997,-106.0923323,-106.2741653,4004,14867,8227,9901,38925,75924,30884422
87035,New Mexico,35.0476219,34.7749476,-105.8181824,-106.1589896,3060,11545,7500,9748,53798,85651,34864969
00660,Hormigueros,18.1658211,18.1263515,-67.0786204,-67.1544149,1028,1242,1205,1040,50093,54608,19401836
00728,Ponce,18.1045768,17.9713352,-66.5890395,-66.6735356,4053,4531,3513,3847,126407,142351,47355621
02903,Rhode Island,41.8444702,41.7993687,-71.3866819,-71.4513877,3281,20205,14155,16445,157537,211623,60635633
02921,Rhode Island,41.7925019,41.7304898,-71.4778697,-71.5587872,5052,64714,47796,48664,102440,268666,76739155
19946,Delaware,39.083907,38.9896995,-75.3962648,-75.5273742,1289,5867,4002,4546,667,16371,4958379
20319,District of Columbia,38.8841534,38.8631079,-77.0110093,-77.0186404,19,2742,1104,1639,2657,8161,2524879
83341,Idaho,42.5995919,42.4162984,-114.3145687,-114.4360265,3040,20358,11910,16911,37479,89698,31125349
83854,Idaho,47.8981984,47.5792588,-116.8409632,-117.0421158,22628,297829,151535,219841,228220,920053,261550907
87042,New Mexico,34.8669411,34.8129904,-106.6648806,-106.7127641,2855,12473,9206,8616,28645,61795,25267988
87060,New Mexico,34.7480662,34.7460817,-106.7234063,-106.7264355,23,109,116,101,494,843,347747
99518,Alaska,61.17663,61.1433844,-149.8568806,-149.9119212,161,42862,24810,24850,332303,424986,85807528
00909,San Juan,18.4494938,18.4140691,-66.0594655,-66.0943326,2103,2368,1816,1819,63348,71454,24879021
00910,San Juan,18.4638386,18.4441656,-66.0695641,-66.0937982,4977,6700,3913,4073,123388,143051,49232585
00934,Cataño,18.4267797,18.3947657,-66.113665,-66.1340206,83,83,178,273,4399,5016,1742738
03868,New Hampshire,43.3758217,43.2825445,-70.9074255,-70.9878595,59,500,376,214,15277,16426,4763806
19707,Delaware,39.8203473,39.7490854,-75.6405954,-75.728086,7108,110633,57321,60139,30044,265245,77995455
58047,North Dakota,46.8035502,46.6040488,-96.7844339,-96.9885222,472,5737,5950,6748,2133,21040,5858674
58201,North Dakota,47.9261709,47.8179195,-96.9990291,-97.3027948,27490,143196,115453,140014,563392,989545,271408138
58554,North Dakota,47.0430637,46.4310594,-100.5825053,-101.2661943,10869,106660,74202,101960,201019,494710,140857705
59102,Montana,45.8039432,45.7329192,-108.5227596,-108.617929,20054,311519,178456,198186,531690,1239905,377234323
87002,New Mexico,34.7546103,34.433466,-106.4797688,-106.8624809,15099,60816,41326,43978,173893,335112,139613708
19807,Delaware,39.8379601,39.7529449,-75.5722002,-75.6612203,3374,67772,33871,33669,45583,184269,53822291
57049,South Dakota,42.5573322,42.4824606,-96.4676921,-96.5447941,5341,37160,17635,27173,91332,178641,54358589
59804,Montana,46.8822303,46.8030418,-114.0376578,-114.1658636,5005,58795,34376,43557,49210,190943,54973377
83301,Idaho,42.6294983,42.1800883,-114.3992402,-114.7020237,23924,258738,189105,249490,584325,1305582,454065140
83833,Idaho,47.6329109,47.3752794,-116.6763213,-116.8557108,28,1329,1311,422,89,3179,870876
87068,New Mexico,34.9073906,34.8311139,-106.6646273,-106.7185574,2799,14320,10847,13013,37275,78254,32013698
87104,New Mexico,35.1265161,35.0795421,-106.6549667,-106.6903856,5548,42024,30654,29023,257132,364381,148742854
87105,New Mexico,35.1062134,34.8965201,-106.4639848,-106.7443236,43788,222428,164259,173281,706676,1310432,538391960
88008,New Mexico,31.9017261,31.7847813,-106.6019848,-106.7159775,1468,3742,2471,3664,12605,23950,9992378
88046,New Mexico,32.2744492,32.268838,-106.7940331,-106.8000013,368,719,410,501,6269,8267,3473322
88047,New Mexico,32.2753125,32.178763,-106.6652606,-106.7653696,26,257,45,72,1550,1950,819657
00646,Dorado,18.4766641,18.4203201,-66.2587279,-66.3378996,3447,3574,5084,4650,182499,199254,70454673
00913,San Juan,18.4544308,18.4476792,-66.0370834,-66.0501172,285,381,563,688,23678,25595,9048292
00957,Bayamón,18.4089891,18.2857644,-66.1154309,-66.2475365,4792,4894,6110,5783,452574,474153,165945311
00979,Carolina,18.4492584,18.4288015,-65.9852305,-66.0407542,1818,2491,3037,3174,126463,136983,48168338
58078,North Dakota,46.9353058,46.8000239,-96.859624,-96.9886799,20647,203250,110735,166972,326396,828000,235961034
59714,Montana,45.8823663,45.6717882,-111.0758243,-111.2486434,14122,53843,35740,41774,68951,214430,64219623
59808,Montana,47.0722309,46.8694801,-113.8815294,-114.2289989,14896,97784,67211,75330,287770,542991,158362144
83404,Idaho,43.4907649,43.3670175,-111.9823515,-112.049385,16875,142489,85102,127376,110306,482148,156638313
87106,New Mexico,35.106296,34.9940521,-106.5988422,-106.6434298,8695,54629,40069,46631,718720,868744,355056870
88032,New Mexico,32.3890846,32.386525,-106.8145883,-106.8170311,202,155,19,6,1677,2059,853376
00716,Ponce,18.0623078,17.9567728,-66.546098,-66.7161948,4213,5672,3664,4487,307379,325415,108401704
00925,San Juan,18.4514027,18.3953739,-66.0411956,-66.0961914,1896,2549,2244,2631,140828,150148,52408773
00959,Bayamón,18.4134827,18.3641441,-66.1243074,-66.196568,7332,8637,7308,6695,579519,609491,215419421
00966,Guaynabo,18.4189325,18.372336,-66.1050675,-66.1284436,6547,7858,6084,6172,206060,232721,81109734
58504,North Dakota,46.8957876,46.6355786,-100.3614474,-100.8599571,13230,129106,90255,112452,400785,745828,213706961
83686,Idaho,43.5963368,43.4159233,-116.4739871,-116.7612975,20499,318990,159736,255599,162770,917594,305970504
83704,Idaho,43.6595291,43.6044504,-116.2538729,-116.3140083,31951,245975,130891,186306,366046,961169,318698097
00924,San Juan,18.4155917,18.3621617,-65.9860203,-66.0888839,4585,5598,4886,5208,440470,460747,162858569
00985,Carolina,18.4182888,18.3651497,-65.9391786,-65.9870424,2342,2189,4072,3861,322790,335254,119496848
87107,New Mexico,35.1740531,35.1057176,-106.5998667,-106.685539,18596,113605,95518,85752,1134237,1447708,592967013
88063,New Mexico,31.8463569,31.7840705,-106.5291991,-106.6800576,20828,34189,23712,30748,93802,203279,84297594
96815,Hawaii,21.2894252,21.2556401,-157.7987159,-157.8492124,19438,24536,32169,34411,165767,276321,105979361
00731,Ponce,18.1331624,17.9964799,-66.5963537,-66.6411011,459,842,714,948,48129,51092,16940570
00907,San Juan,18.4604466,18.4306113,-66.0635231,-66.0941699,1628,2005,5498,5551,53756,68438,23444179
00983,Carolina,18.4573989,18.3752924,-65.9517335,-66.0057665,3415,3456,3062,3222,457445,470600,167473309
05495,Vermont,44.4796121,44.3674653,-73.0362564,-73.1461247,4203,36656,32055,27244,273947,374105,103842089
57110,South Dakota,43.5975595,43.4992693,-96.5916238,-96.8259302,5309,81110,53983,71598,58291,270291,81056220
58104,North Dakota,46.8470251,46.7319467,-96.7854962,-96.9017793,16157,226151,157134,217130,229584,846156,241877937
87108,New Mexico,35.0872581,35.0502021,-106.5506156,-106.6043111,14377,69900,44151,51275,722577,902280,371139861
87505,New Mexico,35.690106,35.5387806,-105.786997,-105.9880625,9699,40399,28023,30480,964905,1073506,438336447
96795,Hawaii,21.3784588,21.3086221,-157.649668,-157.7493734,206,383,256,286,1500,2631,975085
99501,Alaska,61.2431177,61.2008751,-149.7801637,-149.922548,3370,47921,27098,28886,381364,488639,97931467
05439,Vermont,44.4980606,44.4916318,-73.1605332,-73.1697504,55,3666,3026,2628,7418,16793,4610436
83406,Idaho,43.5023357,43.3844816,-111.6936035,-111.984108,12933,110318,67271,102773,70049,363344,119263640
83642,Idaho,43.6270047,43.517476,-116.334646,-116.4733647,22147,376651,186047,303189,529189,1417223,478061946
87508,New Mexico,35.6921682,35.3259163,-105.6741088,-106.142082,7619,20769,12124,13757,235715,289984,119543490
88001,New Mexico,32.3668666,32.2197426,-106.7078233,-106.7887679,58278,102033,80704,87629,661476,990120,411600655
59106,Montana,45.8807875,45.6859996,-108.5504853,-108.7853461,3507,111453,69833,80407,34384,299584,92371054
83669,Idaho,43.7784162,43.6815532,-116.4524101,-116.5656279,706,33650,19448,27899,23471,105174,35149947
87123,New Mexico,35.0871981,34.9914534,-106.4098314,-106.5832451,25823,162253,133718,155728,614374,1091896,451492594
96706,Hawaii,21.3753185,21.3062014,-157.9714706,-158.0539922,215981,235691,222558,223481,216503,1114214,425884746
96816,Hawaii,21.3193761,21.2554807,-157.7608066,-157.8201975,159702,174998,176524,175527,287238,973989,371305247
99503,Alaska,61.2045797,61.1737022,-149.8600634,-149.9138758,1309,33967,23277,26648,377572,462773,96170453
00783,Corozal,18.3451379,18.2593178,-66.2604479,-66.32623,21,25,42,22,1557,1667,587980
00936,San Juan,18.4471031,18.4018464,-66.0672406,-66.0961217,158,176,131,72,22468,23005,8076688
87048,New Mexico,35.2782358,35.2023073,-106.5910262,-106.661645,6573,33815,24636,16860,222953,304837,123929654
87110,New Mexico,35.1302391,35.0847955,-106.550748,-106.6067275,25559,151071,124319,144795,878376,1324120,541341098
87112,New Mexico,35.1186141,35.0804787,-106.4747298,-106.5537959,37579,167969,122006,141930,718051,1187535,488231996
88005,New Mexico,32.361013,32.203754,-106.7227728,-106.8799534,50259,107582,89723,100556,587328,935448,389658684
96779,Hawaii,20.9293703,20.8985495,-156.3622624,-156.4149902,13337,13992,13258,14800,6370,61757,23951951
96813,Hawaii,21.3314324,21.2907898,-157.8282196,-157.8690062,43200,53369,55969,63733,207212,423483,164323321
57108,South Dakota,43.5058311,43.432137,-96.5893294,-96.7999984,8881,194795,121991,170059,97836,593562,181547542
96826,Hawaii,21.3010452,21.2835286,-157.8102426,-157.8380581,22714,27162,24969,27039,167013,268897,104383911
87111,New Mexico,35.1669016,35.1122235,-106.468851,-106.5726386,42491,261491,182764,204484,842418,1533648,632668926
88011,New Mexico,32.438938,32.2430416,-106.4975329,-106.7670746,22266,74930,58421,61928,505610,723155,303100564
96789,Hawaii,21.4882074,21.4271753,-157.9766506,-158.0287709,165940,258652,195393,213764,204718,1038467,364181995
00929,Carolina,18.395576,18.3896072,-65.9928965,-66.0046747,245,376,330,397,12106,13454,4687201
20024,District of Columbia,38.8894839,38.8609639,-77.0093277,-77.0374886,4,895,540,585,9407,11431,3503383
00927,San Juan,18.4263671,18.3674762,-66.0559721,-66.097632,2199,2339,2517,2820,127342,137217,47681331
96782,Hawaii,21.4454285,21.3646134,-157.9342685,-157.9868988,89279,101251,87695,88206,502871,869302,323826912
96797,Hawaii,21.433588,21.3721745,-157.9877838,-158.0568567,140407,186024,233210,226170,477564,1263375,468000166
87116,New Mexico,35.0657202,34.9472987,-106.5338827,-106.7192599,5368,34007,20330,23374,290185,373264,154514068
96825,Hawaii,21.3142423,21.2598332,-157.6631263,-157.7194053,154860,167347,138998,145425,177090,783720,292552335
03101,New Hampshire,43.0030892,42.9734732,-71.4594114,-71.4704204,569,4598,3944,4297,120442,133850,37498035
96814,Hawaii,21.3051888,21.2882407,-157.8349727,-157.8594469,14476,17512,15208,14947,192783,254926,99813687
19717,Delaware,39.6988384,39.6754489,-75.7458253,-75.7662422,1238,3502,3045,3493,12651,23929,7009961
96822,Hawaii,21.3330372,21.2928921,-157.7948039,-157.8482926,72779,99875,85068,88925,274100,620747,233126858
96761,Hawaii,21.0110057,20.8087003,-156.6075751,-156.6961907,99647,116961,102656,113264,117510,550038,216069261
19709,Delaware,39.5768355,39.3984611,-75.5734054,-75.7791857,413,1126,464,1063,1735,4801,1435955
82005,Wyoming,41.1630805,41.1334455,-104.8406508,-104.8851191,154,7814,12320,2993,30242,53523,18661196
99703,Alaska,64.8494832,64.8070264,-147.5767195,-147.705322,746,26315,11753,12879,93273,144966,28050155
19902,Delaware,39.1398485,39.1097156,-75.4520427,-75.4933421,4841,6447,12880,11253,49705,85126,26097339
00968,Guaynabo,18.4179203,18.4005068,-66.0975391,-66.1249348,570,790,1417,1429,63667,67873,23670196
96848,Hawaii,21.3041565,21.2962953,-157.8118726,-157.8146437,540,710,948,833,11332,14363,5530080
